state,year,population,violent_total,murder,rape,robbery,aggravated_assault,property_total,burglary,larceny ,vehicle_theft,unemployment
NC,1992,6843000,681,10.6,35.9,186.8,447.7,5121.2,1653,3181.6,286.6,6.05
NC,1993,6945000,679.3,11.3,34.3,192.4,441.3,4973,1515.8,3168.8,288.5,5.033
NC,1994,7070000,655,10.9,33,181.2,429.9,4970.3,1472.7,3195.7,301.9,4.383
NC,1995,7195000,646.4,9.4,32.2,179.2,425.5,4993.1,1417.6,3264.9,310.6,4.3
NC,1996,7323000,588.1,8.5,31.3,163.9,384.5,4938.1,1345.6,3257,335.5,4.3
NC,1997,7425000,607,8.3,31.6,172.6,394.5,4884.5,1346.8,3208.5,329.2,3.75
NC,1998,7546000,579.4,8.1,30.6,160.8,379.9,4742.8,1324.6,3092,326.2,3.45
NC,1999,7650789,542.1,7.2,28.2,158,348.7,4633.5,1286.9,3012.3,334.3,3.192
NC,2000,8049313,497.6,7,27.1,156.5,307,4421.8,1216.1,2891.8,313.9,3.667
NC,2001,8206105,493.1,6.2,25.4,162.1,299.4,4433,1241.6,2891,300.3,5.517
NC,2002,8305820,471,6.6,26.4,146.9,291,4258.6,1198.4,2760.8,299.4,6.658
NC,2003,8421190,454.1,6,25.4,145.2,277.5,4270.9,1195.6,2755.9,319.3,6.375
NC,2004,8540468,447.8,6.2,27.4,138,276.2,4160.5,1184.9,2659.7,316,5.492
NC,2005,8672459,469,6.7,26.5,145.7,289.7,4080,1202.6,2549,328,5.233
NC,2006,8856505,475.2,6.1,28.2,152.1,288.9,4116.2,1211.9,2564.4,339.9,4.75
NC,2007,9061032,466.1,6.4,26.3,149.4,283.9,4082.2,1199.6,2574.1,308.5,4.725
NC,2008,9222414,467.6,6.5,24.9,155.3,280.9,4041.9,1209.6,2542.5,289.8,6.1
NC,2009,9380884,404.5,5.2,24.6,126.1,248.7,3663.9,1149.5,2301.7,212.7,10.575
NC,2010,9560234,362.7,5,20.9,100.6,236.2,3443.5,1075.6,2176.3,191.6,10.85
NC,2011,9651103,346.3,5.2,20.3,97.9,222.9,3500.2,1093.5,2232.4,174.3,10.275
NC,2012,9748364,353.5,4.9,20.4,96.3,231.9,3370.8,1018.9,2186.5,165.4,9.292
NC,2013,9848917,341,4.7,18.2,94.2,216.5,3103.2,915.7,2041.3,146.3,7.992
NC,2014,9943964,329.5,5.1,17.5,84.6,215.4,2873.1,798.2,1937.8,137.1,6.308
ND,1976,643000,71.9,1.4,5.6,16.2,48.7,2442.5,478.5,1804.5,159.4,3.708
ND,1977,653000,67.1,0.9,9,13.3,43.8,2433.8,446.1,1843,144.7,4.567
ND,1978,652000,67,1.2,8.9,15.6,41.3,2338.3,423,1767.2,148.2,4.258
ND,1979,657000,61.3,1.5,8.2,9.9,41.7,2694.5,461,2071.1,162.4,4.025
ND,1980,652437,54,1.2,9.5,7.7,35.6,2909.7,488.3,2242.2,179.2,4.933
ND,1981,658000,67.5,2.3,8.7,12.9,43.6,2923.6,500.6,2258.2,164.7,4.842
ND,1982,670000,61.8,0.7,9.9,12.7,38.5,2586.3,458.8,1987.2,140.3,5.55
ND,1983,680000,53.7,2.1,12.5,7.8,31.3,2621.8,436.3,2056.3,129.1,5.667
ND,1984,686000,53.6,1.2,13.1,7.7,31.6,2529.7,399.1,2019.8,110.8,5.283
ND,1985,685000,47,1,7.3,6.4,32.3,2632.4,427,2087.2,118.2,5.7
ND,1986,679000,51.3,1,11.6,6.9,31.7,2554.2,385.1,2049.2,119.9,5.85
ND,1987,672000,56.8,1.5,9.4,7.6,38.4,2776.2,455.4,2197.6,123.2,5.025
ND,1988,663000,59.1,1.8,11.2,8.1,38,2668.9,437.7,2112.7,118.6,4.692
ND,1989,660000,63.2,0.6,11.8,9.2,41.5,2497.7,358.9,2025.8,113,4.308
ND,1990,638800,73.9,0.8,17.8,7.8,47.4,2848.5,426.6,2288.8,133.1,4.017
ND,1991,635000,65.4,1.1,18.3,8,38,2728.5,372.8,2229,126.8,4.375
ND,1992,636000,83.3,1.9,23.3,7.9,50.3,2820,391,2279.6,149.4,4.75
ND,1993,635000,82.2,1.7,23.5,8.3,48.7,2738.1,373.2,2216.2,148.7,4.292
ND,1994,638000,81.8,0.2,23.4,11.1,47.2,2654.1,324.5,2178.5,151.1,3.725
ND,1995,641000,86.7,0.9,22.8,10,53,2779.6,350.7,2249.8,179.1,3.233
ND,1996,644000,84,2.2,24.1,11,46.7,2585.1,309.2,2085.9,190.1,2.925
ND,1997,641000,87.2,0.9,24.8,6.4,55.1,2624.2,358.8,2085.3,180,2.717
ND,1998,638000,89.3,1.1,33.2,10.2,44.8,2591.7,356.4,2058.6,176.6,2.883
ND,1999,633666,66.9,1.6,22.4,8.8,34.1,2327.4,368.8,1795.1,163.5,3.275
ND,2000,642200,81.4,0.6,26.3,8.7,45.8,2206.6,325.9,1727.2,153.5,2.975
ND,2001,636550,79.3,1.1,25.8,9.4,43,2330.4,340.1,1819.7,170.6,2.933
ND,2002,633911,78.2,0.8,25.7,9.1,42.6,2328.7,353.8,1814.3,160.6,3.733
ND,2003,633400,80.2,1.4,25.3,8.4,45.2,2109.9,309.3,1630.4,170.2,3.733
ND,2004,636308,87.7,1.3,27.8,6.8,51.9,1963.4,320.6,1495.5,147.3,3.433
ND,2005,634605,111,1.9,28.4,8.5,72.5,2025,321.9,1534,169,3.4
ND,2006,635867,197.4,2.2,37.9,11.8,145.5,2100.9,409,1521.1,170.8,3.217
ND,2007,639715,209.9,2.7,39.4,11.7,156.2,2000.3,361.7,1485,153.5,3.117
ND,2008,641481,224.6,1.7,51.6,11.4,159.9,2031.1,364.2,1524.9,142,3.167
ND,2009,646844,266.4,1.9,45.8,16.5,202.2,1980.8,375.1,1464.6,141.1,4.142
ND,2010,674629,229.5,1.5,36.3,13.3,178.3,1780.2,296.5,1354.4,129.4,3.792
ND,2011,684740,248.1,3.5,38.8,13.3,192.5,1947.3,359,1444.5,143.9,3.5
ND,2012,701345,245.7,3.6,39.8,18.1,184.2,2038.5,346.3,1523.8,168.4,3.067
ND,2013,723857,273.4,2.2,39.8,22.2,199.9,2121.4,411.5,1511.6,198.2,2.917
ND,2014,739482,265.1,3,37.3,23.4,190.3,2110.3,366.1,1539.5,204.7,2.675
OH,1976,10690000,388.7,7.4,25.8,183.8,171.7,4559.5,1203.2,2978.2,378.1,7.792
OH,1977,10701000,406.7,7.8,27.3,190.5,181.1,4313.2,1216,2696.8,400.4,6.55
OH,1978,10749000,412.7,6.9,27.4,182.6,195.8,4246.2,1214.5,2629.7,402,5.467
OH,1979,10731000,457.5,8.1,31.8,194.8,222.8,4672.3,1287.2,2946.2,438.9,5.85
OH,1980,10766808,498.3,8.1,34.3,223.7,232.2,4933.1,1466.3,3040.1,426.7,8.35
OH,1981,10776000,496.6,7.4,31,236.9,221.3,4950.8,1493.6,3032.4,424.8,9.433
OH,1982,10791000,436.7,6.3,29.9,183.6,217,4498.8,1309.6,2807.5,381.7,12.7
OH,1983,10746000,397.9,5.6,31.5,159.4,201.4,4107.2,1155.6,2607.1,344.6,12.367
OH,1984,10752000,385.3,5.1,34.7,145.6,199.9,3887.8,1049.9,2475.3,362.5,9.467
OH,1985,10744000,381.6,5.2,36.9,133.1,206.4,3805.7,976.5,2476.4,352.7,8.908
OH,1986,10752000,420.9,5.5,38.6,142.1,234.7,3937.8,987.8,2574.2,375.7,8.258
OH,1987,10784000,421.3,5.8,39.9,153.1,222.5,4154,1062.5,2708.6,382.9,7.092
OH,1988,10872000,452,5.4,42.6,161.4,242.7,4193.2,1031.4,2762.6,399.2,6.05
OH,1989,10907000,468.6,6,44.7,170.9,247.1,4264.6,1018.2,2811.1,435.3,5.567
OH,1990,10847115,506.2,6.1,46.8,188.5,264.7,4337.3,982.5,2864.1,490.6,5.633
OH,1991,10939000,561.8,7.2,52.5,215.2,287,4471.2,1055.2,2915.6,500.4,6.475
OH,1992,11016000,525.9,6.6,52.1,199,268.2,4139.6,947.3,2721.3,471,7.392
OH,1993,11091000,504.1,6,49.1,192.7,256.3,3981.2,878.1,2667.7,435.3,6.642
OH,1994,11102000,485.8,6,47.1,187.5,245.1,3975.7,866.3,2682.3,427.1,5.583
OH,1995,11151000,482.5,5.4,43.4,178.7,255,3922.7,838.8,2669,414.9,4.8
OH,1996,11173000,428.7,4.8,41.3,164.1,218.4,4027,835.4,2784.1,407.5,5.017
OH,1997,11186000,435.4,4.7,40.8,158.7,231.2,4074.7,844.6,2824.1,406,4.642
OH,1998,11209000,362.5,4,40.5,133.5,184.5,3965,810.1,2771.1,383.8,4.325
OH,1999,11256654,316.4,3.5,36.7,128,148.2,3680.2,773.1,2558.9,348.2,4.292
OH,2000,11353140,334.1,3.7,37.6,137.5,155.3,3707.7,780.7,2583.2,343.7,3.975
OH,2001,11389785,351.4,4,39.2,151,157.2,3820.2,850.9,2598.6,370.8,4.292
OH,2002,11408699,351.7,4.6,42.2,156.6,148.3,3760.1,869.2,2516,374.9,5.733
OH,2003,11437680,333.9,4.6,40.7,147.7,140.8,3650.1,831.3,2460.1,358.6,6.242
OH,2004,11450143,338.7,4.4,41.4,152.2,140.7,3662.3,842.9,2464.3,355,6.267
OH,2005,11470685,350,5.1,40.7,162.8,141.5,3668,873.4,2433,362,5.933
OH,2006,11478006,361.5,4.9,41.6,169.2,145.9,3688.2,920.4,2437,330.9,5.392
OH,2007,11466917,355.4,4.6,40.6,160,150.2,3468.1,863.8,2308.2,296.1,5.55
OH,2008,11485910,352,4.8,39.4,162.9,145,3410,891.8,2270.5,247.7,6.433
OH,2009,11542645,331.9,4.6,35.7,153.1,138.5,3261.3,901.1,2163.9,196.3,10.317
OH,2010,11537968,314.7,4.2,32.3,142.9,135.3,3266.1,928.5,2154.5,183.1,10.258
OH,2011,11541007,305.2,4.3,31.9,138.6,130.4,3297.6,978.3,2138,181.3,8.85
OH,2012,11553031,301.5,4.1,33,133.3,131,3206.4,911.6,2123.9,171,7.392
OH,2013,11572005,291.4,4.1,31.1,125.2,124.2,2924.4,787.2,1968.5,168.7,7.45
OH,2014,11594163,284.9,4,35.3,110,127.4,2799.1,680,1963.6,155.4,5.808
OK,1976,2766000,286.6,6.4,27,70.3,182.8,4194.3,1317.5,2570.4,306.4,5.717
OK,1977,2811000,316.6,8.6,29.2,73.8,205,3843,1288.2,2228.1,326.8,4.942
OK,1978,2880000,353,8.5,31,88.3,225.2,3776.9,1299.8,2125.8,351.4,3.625
OK,1979,2892000,405.2,9.7,33,102.6,260,4297.8,1474.6,2396,427.2,3.392
OK,1980,3001252,419.5,10,36.3,104.9,268.4,4633.4,1692.7,2520.6,420.2,4.417
OK,1981,3098000,426.8,9,35.2,115.4,267.2,4410.5,1588.8,2403.5,418.2,3.625
OK,1982,3177000,443.9,10.8,37.1,132.8,263.2,4778.5,1603.9,2685.7,488.9,6
OK,1983,3298000,423.4,7.6,37.8,128.7,249.3,4505.7,1509.5,2549.6,446.7,8.367
OK,1984,3298000,407.5,7.8,39.9,111.2,248.5,4485.1,1454.8,2572.6,457.7,7.05
OK,1985,3301000,422,7.7,37.9,106.8,269.6,5003,1612.1,2824.4,566.5,7.217
OK,1986,3305000,436.4,8.1,36.4,106.5,285.4,5577.7,1786.8,3141.7,649.2,8.233
OK,1987,3272000,417.6,7.5,35.8,109.5,264.8,5608,1782.8,3220.3,604.9,7.275
OK,1988,3263000,434.5,7.4,37.7,105.1,284.4,5154.6,1643.4,2954.9,556.3,6.442
OK,1989,3224000,491.5,6.5,37.5,126.2,321.3,5011.1,1563.6,2862,585.5,5.65
OK,1990,3145585,547.5,8,47,121.9,370.5,5051.2,1447.5,3002,601.7,5.692
OK,1991,3175000,583.7,7.2,50.9,128.9,396.7,5085,1478.2,3050.1,556.6,6.317
OK,1992,3212000,622.8,6.5,48.4,136.2,431.6,4808.8,1359.8,2932.1,516.8,6.017
OK,1993,3231000,634.8,8.4,49.3,121.8,455.3,4659.4,1235,2943.7,480.7,5.933
OK,1994,3258000,651.5,6.9,49.6,128.1,466.8,4918.7,1251.2,3192.9,474.6,5.583
OK,1995,3278000,664.1,12.2,44.6,115.6,491.8,4932.7,1271.9,3164.3,496.4,4.583
OK,1996,3301000,597.1,6.8,46.8,106.8,436.9,5055.8,1255.6,3317.4,482.9,4.083
OK,1997,3317000,559.5,6.9,45.7,103.9,403,4935.1,1206.4,3287.3,441.5,4.083
OK,1998,3347000,539.4,6.1,45.2,92,396.1,4464.5,1143.4,2915.8,405.3,4.25
OK,1999,3358044,508.2,6.9,40.9,82.9,377.5,4175.6,1026.5,2787.8,361.3,3.517
OK,2000,3450654,497.8,5.3,41.2,75.8,375.5,4060.8,917.5,2785.4,357.8,3.042
OK,2001,3469577,510.9,5.3,42.8,79.1,383.6,4083.5,996.5,2724.7,362.3,3.675
OK,2002,3489700,504,4.7,45.1,85,369.2,4244.7,1007.9,2870.9,366,4.642
OK,2003,3506469,506.4,5.9,42.8,91.9,365.8,4312.3,993.8,2948.9,369.5,5.475
OK,2004,3523546,500.5,5.3,44.2,87.7,363.3,4242.1,1000.2,2874.1,367.7,4.883
OK,2005,3543442,509,5.3,41.8,91.2,371,4047,1007.3,2648,392,4.467
OK,2006,3579212,500.2,5.9,41.6,87.9,364.9,3624.5,962.1,2286.9,375.4,4.017
OK,2007,3617316,504.1,6.2,43.3,93.8,360.8,3558.3,950.1,2232.2,376,4.1
OK,2008,3642361,531.5,5.9,40.4,101.5,383.7,3474,967.7,2203.7,302.6,3.733
OK,2009,3687050,503.4,6.3,41.6,91.1,364.3,3589.6,1032.6,2273.2,283.9,6.358
OK,2010,3760184,481.4,5.2,39.1,89,348.1,3443,1006.5,2162.2,274.3,6.8
OK,2011,3784163,457.5,5.6,37.3,86.9,327.7,3372.4,963.5,2115.8,293.1,5.892
OK,2012,3815780,474.4,5.8,42.5,85.1,341,3432.3,945.9,2178.6,307.8,5.233
OK,2013,3853118,446.1,5.1,44.5,78.5,302.4,3280.9,869.7,2118.4,292.8,5.292
OK,2014,3878051,406,4.5,32.9,78.6,277,2990.7,760.9,1956.9,272.9,4.492
OR,1976,2329000,457.4,4.2,35.6,132.7,285,5901.4,1699.7,3806.8,394.8,9.392
OR,1977,2376000,455.8,4.9,39.9,124.1,286.9,5531.4,1636.4,3506.1,388.9,7.475
OR,1978,2444000,502.4,5,41.2,131.1,325,5573,1617.1,3561.1,394.8,6.058
OR,1979,2527000,545.4,4.2,44.4,130.6,366.2,5827.6,1609.9,3831.5,386.2,6.692
OR,1980,2610477,490.4,5.1,41.5,152.4,291.4,6196.5,1748.4,4087.8,360.3,8.475
OR,1981,2647000,478.7,4.4,41.7,180.6,251.9,6558.2,1967,4250.8,340.4,9.792
OR,1982,2649000,473,5.1,39.9,167.3,260.6,6094.5,1789.7,4003.8,301,11.542
OR,1983,2662000,487.8,4.1,40.5,170.3,273,5763,1745.8,3714.5,302.8,10.792
OR,1984,2674000,506.1,4.8,44.9,168.6,287.8,5737.6,1823.3,3617.9,296.4,9.442
OR,1985,2687000,551.1,4.7,50.7,185.6,310.1,6178.7,1886.5,3934.7,357.6,8.842
OR,1986,2698000,549.7,6.6,51.1,205.9,286.1,6531,1966.7,4162.8,401.5,8.058
OR,1987,2724000,539.5,5.6,45.8,196,292.2,6429.4,1782.7,4181.6,465.1,6.258
OR,1988,2741000,545.7,5.1,40.5,193,307.2,6513,1764.1,4154.4,594.4,5.775
OR,1989,2820000,518.6,4.8,46.6,151.8,315.4,5642.5,1425.4,3677,540.1,5.442
OR,1990,2842321,506.8,3.8,46.9,144.3,311.8,5139.2,1135.4,3545.2,458.6,5.508
OR,1991,2922000,506.3,4.6,53.4,150.1,298.2,5248.8,1176,3598.4,474.4,6.383
OR,1992,2977000,510.2,4.7,53.1,151.4,301.1,5310.7,1106.7,3670.6,533.5,7.408
OR,1993,3032000,503.1,4.6,51.3,129.6,317.6,5262.5,1024.8,3656.9,580.7,7.033
OR,1994,3086000,520.6,4.9,43.2,138.2,334.4,5775.8,1100.8,3969.7,705.2,5.433
OR,1995,3141000,522.4,4.1,41.7,137.9,338.7,6041.5,1102.8,4236.7,702,4.917
OR,1996,3204000,463.1,4,39.7,122.2,297.2,5533.6,988.3,4014.3,531,5.7
OR,1997,3243000,444.4,2.9,40.3,117.5,283.7,5825.3,1033.2,4197.6,594.5,5.667
OR,1998,3282000,419.8,3.8,39.8,105.2,271,5226.8,927.5,3773.3,526,5.75
OR,1999,3316154,374.9,2.7,36.8,86.2,249.3,4626.9,806.6,3409.1,411.1,5.5
OR,2000,3421399,350.7,2,37.6,84.4,226.7,4494.7,748.8,3338.7,407.2,5.1
OR,2001,3473441,306.6,2.4,33.8,79.1,191.3,4736.6,767.2,3542.1,427.3,6.417
OR,2002,3520355,292.5,2,35.2,77.9,177.4,4577.5,729.9,3378.2,469.4,7.525
OR,2003,3564330,294.8,1.9,34.2,79.9,178.8,4765.6,801.3,3432,532.3,8.108
OR,2004,3591363,298.6,2.5,35.7,76.6,183.8,4635.4,837.3,3282,516.1,7.308
OR,2005,3638871,287,2.2,34.8,68.1,181.9,4402,759.1,3114,529,6.175
OR,2006,3700758,284.6,2.4,32.9,73.3,176.1,3725.1,657.3,2672.3,395.5,5.342
OR,2007,3747455,293.9,2,34,76.4,181.4,3543,613.2,2539.2,390.6,5.15
OR,2008,3790060,261.4,2.3,31.2,70.1,157.9,3302.6,557.1,2445.3,300.2,6.542
OR,2009,3825657,260.6,2.3,31.4,65.3,161.5,3000.3,516,2223.5,260.8,11.267
OR,2010,3838332,251.4,2.5,32.3,63.1,153.5,3039.3,522,2279.5,237.8,10.65
OR,2011,3868229,249.3,2.2,32,57.8,157.3,3150.5,535.2,2379.9,235.4,9.508
OR,2012,3899801,247.1,2.3,29.7,62,153.1,3241.6,565.4,2413.3,262.9,8.842
OR,2013,3928068,242.8,2.1,25.5,60.9,142.5,3184.3,529.7,2402.3,252.3,7.883
OR,2014,3970239,232.3,2,26.5,52.7,140.8,2879,434,2204.6,240.5,6.792
PA,1976,11862000,294.9,6.1,18.1,138,132.8,3045,906,1790.8,348.2,7.958
PA,1977,11785000,282.8,5.6,19,130.3,128,2834.7,877.5,1624.1,333.2,7.675
PA,1978,11750000,301.1,6.2,18.7,136.7,139.5,2883.6,899.9,1643,340.7,6.942
PA,1979,11731000,333.6,6.2,21.6,152.2,153.6,3161.8,934.9,1837.6,389.4,6.85
PA,1980,11824220,363.9,6.8,23,177.9,156.1,3372.4,1038.5,1915.5,418.3,8.017
PA,1981,11864000,371.7,6.1,22.4,186.6,156.6,3311.5,1031.5,1910.8,369.2,8.383
PA,1982,11865000,360.4,5.7,20.6,175.4,158.7,3092.3,900.7,1859.4,332.2,11.15
PA,1983,11895000,342.8,4.9,20.6,172.3,145,2852.6,810.6,1726.8,315.2,11.508
PA,1984,11901000,320.6,4.5,23.2,148.4,144.5,2738.9,743.8,1655.3,339.8,9.092
PA,1985,11853000,331.1,4.6,24.3,147,155,2706.4,737.5,1640.7,328.2,8.008
PA,1986,11889000,358.6,5.5,25.1,152.1,175.8,2743.3,734.8,1654.1,354.4,6.9
PA,1987,11936000,369.4,5.4,26.2,144.4,193.3,2793.9,722,1722.7,349.2,5.65
PA,1988,12027000,362,5.5,24.9,138.1,193.5,2814.4,696.7,1690.9,426.8,5.05
PA,1989,12040000,378.6,6.3,24.6,149.7,198,2981.8,713.7,1798.7,469.4,4.692
PA,1990,11881643,431,6.7,25.8,176.2,222.3,3045.1,729.1,1810.5,505.5,5.458
PA,1991,11961000,450,6.3,28.7,193.9,221.1,3108.6,719.6,1907.4,481.5,7.05
PA,1992,12009000,427,6.2,27.7,180.7,212.4,2965.7,631.5,1866.5,467.7,7.592
PA,1993,12048000,417.5,6.8,26.5,179,205.1,2853.9,582,1831.7,440.2,6.992
PA,1994,12052000,426.7,5.9,26.1,186.7,208,2845.2,551.5,1844.3,449.3,6.267
PA,1995,12072000,427.3,6.3,25.2,189.3,206.5,2937.6,561.8,1963.1,412.7,5.867
PA,1996,12056000,480.3,5.7,25.2,189,260.5,3076.1,591.9,2079.9,404.2,5.467
PA,1997,12020000,442.1,5.9,27.4,156.3,252.6,2989.4,567.5,2054,367.8,5.117
PA,1998,12001000,420.5,5.3,26.9,164.9,223.5,2852.4,531.4,1965.4,355.5,4.617
PA,1999,11994016,420.5,4.9,27.3,155.7,232.5,2693.2,467.2,1898.9,327.1,4.375
PA,2000,12281054,420,4.9,26.4,147.8,240.9,2575.3,440.4,1839.2,295.8,4.133
PA,2001,12303104,409.9,5.3,28.2,142.2,234.2,2547.4,441.7,1815.4,290.3,4.8
PA,2002,12328827,402.1,5.1,30.3,139.2,227.6,2440.4,451.1,1723.1,266.2,5.625
PA,2003,12370761,397.8,5.2,28.7,145.3,218.5,2430.2,435.9,1724.1,270.3,5.658
PA,2004,12394471,411.5,5.2,28.5,149.1,228.6,2417.3,439.3,1728.2,249.9,5.417
PA,2005,12405348,425,6.1,28.9,154.9,235.4,2422,452.5,1732,237,4.975
PA,2006,12440621,442.3,6,29,169.6,237.8,2448.3,464.1,1745.4,238.8,4.592
PA,2007,12432792,416.7,5.8,27.7,156.4,226.8,2363.5,451.2,1699.1,213.2,4.392
PA,2008,12448279,410,5.7,28,151.6,224.8,2412.3,471.4,1760.2,180.7,5.317
PA,2009,12604767,382.3,5.3,28.8,138.9,209.4,2199,434.5,1623.1,141.4,8.05
PA,2010,12717722,366.5,5.1,27.3,128.8,205.3,2173.1,434.1,1607.5,131.5,8.483
PA,2011,12743948,362.4,5,26.2,126.8,204.4,2224.1,454.9,1636.9,132.4,7.917
PA,2012,12764475,355.5,5.5,26.4,123.3,200.3,2166.7,446.9,1601.4,118.4,7.825
PA,2013,12781296,335.1,4.8,21.3,115.3,185.3,2059.1,406.8,1544.5,107.7,7.367
PA,2014,12787209,314.1,4.8,21.8,105.8,173.5,1931.7,357.5,1472.2,102,5.85
RI,1976,927000,299.8,2.4,8.5,91,197.8,5350.4,1414.2,3050.6,885.5,8.225
RI,1977,935000,301.6,3.6,10.5,86.5,201,5125,1489.5,2844.1,791.4,8.033
RI,1978,935000,348.1,4,11,98.2,235,4914.1,1392.6,2714.3,807.2,6.558
RI,1979,929000,375.1,3.2,15.2,109.7,247,5394.4,1550.1,3051.3,793,6.417
RI,1980,945835,408.5,4.4,17.1,118.6,268.3,5524.1,1716.3,2964.3,843.6,7.233
RI,1981,952000,441.7,4.2,17.9,132,287.6,5410.1,1654.9,2891.3,863.9,7.775
RI,1982,958000,401.8,3.7,19.4,114.7,264,4962.3,1400.2,2826.4,735.7,9.7
RI,1983,955000,355.2,2.7,16.8,112.9,222.8,4650.3,1332.1,2666.3,651.8,8.3
RI,1984,962000,334.7,3.4,21.3,113.4,196.6,4439.3,1184.6,2562.8,691.9,5.517
RI,1985,968000,346.6,3.6,26.1,115.9,200.9,4376.9,1232.3,2491.6,652.9,4.65
RI,1986,975000,335.5,3.5,21.4,118.7,191.9,4567,1293.9,2568.3,704.7,4.067
RI,1987,986000,359.7,3.5,24.4,107.7,224,4925.8,1441,2701.3,783.5,3.617
RI,1988,995000,396.7,4.1,30.5,115.2,246.9,4807.7,1261.3,2718.5,827.9,3.108
RI,1989,998000,378,4.9,26.7,112.4,234,4846.9,1206.9,2715.8,924.1,4.125
RI,1990,1003464,431.9,4.8,24.7,122,280.4,4920.8,1271.1,2695.3,954.4,6.35
RI,1991,1004000,462,3.7,30.9,122.9,304.5,4577.4,1127.5,2655.8,794.1,8.567
RI,1992,1005000,394.5,3.6,30.9,94.5,265.5,4183.5,1047.7,2393.2,742.6,8.883
RI,1993,1.00E+06,401.7,3.9,28.6,101.1,268.1,4097.3,1040.9,2410.1,646.3,7.742
RI,1994,997000,375.5,4.1,27.4,87.3,256.8,3743.5,912.8,2310.8,519.9,6.9
RI,1995,990000,368,3.3,27,92.3,245.4,3876.6,932.7,2503,440.8,6.325
RI,1996,990000,347.2,2.5,29,83.2,232.4,3646.4,821.7,2360.3,464.3,5.458
RI,1997,987000,333.5,2.5,36.8,71.6,222.6,3320.9,717.6,2178.2,425,5.158
RI,1998,988000,312.1,2.4,35.5,66.7,207.5,3205.7,653,2165.1,387.6,4.617
RI,1999,990819,286.6,3.6,39.5,79.5,164,3296,640,2249,406.9,4.158
RI,2000,1048319,297.7,4.3,39.3,88,166.2,3178.7,631.5,2102.2,445,4.092
RI,2001,1059659,309.3,3.7,39.3,93,173.4,3373,644,2253.1,475.9,4.575
RI,2002,1068326,285.6,3.8,37,85.7,159,3308.2,600.5,2251.3,456.4,4.975
RI,2003,1076084,285.7,2.3,46.9,77.1,159.3,2995.2,513.3,2074.2,407.7,5.325
RI,2004,1079916,247.5,2.4,29.6,67.7,147.8,2886,506.1,2002.3,377.6,5.158
RI,2005,1073579,252,3.2,30.1,72.3,146.9,2728,495.4,1823,410,5.058
RI,2006,1067610,230.4,2.5,27.1,69.3,131.5,2614.6,510.8,1765.8,338,4.942
RI,2007,1057832,229.1,1.8,24.4,71.8,131.1,2606.8,492.1,1812.7,302,5.192
RI,2008,1050788,252.8,3,26.8,83.7,139.2,2845,548.7,1991.5,304.8,7.775
RI,2009,1053209,254.3,3,28.1,74.5,148.6,2616.6,546.2,1842.3,228.1,11
RI,2010,1052528,257.4,2.8,28.3,74.3,152,2561.4,581.8,1751.2,228.3,11.208
RI,2011,1050646,246.1,1.9,30.4,70.8,143.1,2662.7,650.6,1786,226.1,11.033
RI,2012,1050304,253,3.4,27.8,68.1,153.7,2574.4,564.5,1759.3,250.6,10.392
RI,2013,1053354,257.3,2.9,31.6,64.8,146.9,2443.7,533.6,1697.5,212.6,9.258
RI,2014,1055173,219.2,2.4,24,50.1,132.5,2173.6,457.1,1542.8,173.7,7.692
SC,1976,2848000,599.2,11.6,31.9,105.7,450,4307.7,1553.6,2503.2,250.9,7.2
SC,1977,2876000,636.2,11.9,33,105.9,485.3,4201.1,1613.6,2342.4,245.1,6.883
SC,1978,2918000,637.6,11.5,35.4,101.3,489.4,4258.4,1498.6,2483.6,276.1,5.725
SC,1979,2932000,678.3,12.6,34.3,107.6,523.8,4387.8,1506.1,2585.5,296.2,5.017
SC,1980,3064557,660,11.4,37.5,118.1,493,4779.2,1670,2803.2,306,6.742
SC,1981,3166000,640.4,10.4,36.3,120.2,473.5,4678.7,1595.7,2807.5,275.4,8.125
SC,1982,3203000,720,10.9,38.8,122.4,547.9,4641.2,1490.9,2872.6,277.7,11.092
SC,1983,3264000,616.8,9.8,35,104.9,467,4154.1,1294.8,2619.5,239.8,9.858
SC,1984,3300000,624.5,9.2,40.3,103.3,471.7,4038.5,1231.7,2568.3,238.5,6.9
SC,1985,3347000,631,9.1,41.4,93.9,486.7,4209.5,1253.5,2696.7,259.2,6.908
SC,1986,3378000,674.6,8.6,41.3,99.5,525.2,4462.8,1340.3,2845.8,276.6,6.433
SC,1987,3425000,664.9,9.3,43.7,101.1,510.8,4497,1358,2858.2,280.8,5.533
SC,1988,3493000,741.2,9.3,42.7,124.7,564.4,4671.2,1416.2,2950.3,304.7,4.658
SC,1989,3512000,813.7,9.1,46.5,130.2,627.8,4805.6,1392.8,3070.8,342.1,4.617
SC,1990,3486703,976.6,11.2,53.7,152.4,759.3,5068.7,1380.4,3302.4,385.8,4.792
SC,1991,3560000,972.5,11.3,58.9,171.1,731.2,5206.7,1454.9,3364.7,387.1,6.133
SC,1992,3603000,944.5,10.4,57.5,170.6,706,4948.6,1378.5,3224.7,345.4,6.733
SC,1993,3643000,1023.4,10.3,52.3,187.3,773.4,4880,1309.2,3226.8,344,7.267
SC,1994,3664000,1030.5,9.6,54.3,186.1,780.4,4970.4,1274,3336.6,359.8,6.242
SC,1995,3673000,981.9,7.9,47.3,175.9,750.8,5081.8,1254.6,3441.8,385.4,5.208
